Region,Año,Mes,precipitacion,evaporacion,temperaturaMax,temperaturaMin
Region 2,2012,10,13.49333333,144.9557143,27.96506667,9.06546
Region 2,2013,10,46.37333333,107.15,25.58226667,10.0995
Region 2,2014,10,35.48666667,119.1186667,26.12193333,9.9434
Region 2,2015,10,125.42,114.7913333,24.99953333,10.34384
Region 2,2016,10,14.77142857,129.5761538,26.26714286,10.18408571
Region 2,2017,10,29.45,113.2292308,25.975,10.06312143
Region 2,2018,10,82.88461538,103.32,24.71284615,11.41850769
Region 2,2019,10,57.46666667,112.9216667,26.4494,10.95878
Region 2,2020,10,2.6,154.4172727,28.26107143,8.267092857
Region 2,2021,10,46.425,95.84,26.5275,10.487375
Region 2,2000,11,2.18,145.6266667,24.8152,7.029946667
Region 2,2001,11,3.693333333,161.0114286,24.0418,5.438846667
Region 2,2002,11,25.82666667,110.3206667,22.92073333,6.21552
Region 2,2003,11,1.366666667,131.2273333,25.18733333,7.141
Region 2,2004,11,1.642857143,122.2461538,24.54728571,5.733278571
Region 2,2005,11,2.993333333,130.1458333,24.85814286,5.208314286
Region 2,2006,11,15.9,101.4273333,23.16733333,5.557586667
Region 2,2007,11,6.96,130.1164286,24.51507143,5.1833
Region 2,2008,11,0,119.3266667,24.39853333,4.581073333
Region 2,2009,11,12.58666667,109.8233333,23.9886,5.53552
Region 2,2010,11,0,130.342,24.47966667,3.946866667
Region 2,2011,11,0.78,130.224,24.71913333,5.401073333
Region 2,2012,11,2.373333333,107.0564286,24.88193333,6.973226667
Region 2,2013,11,40.7,78.86666667,22.6786,8.04514
Region 2,2014,11,27.05333333,94.09533333,22.98046667,5.906846667
Region 2,2015,11,13.79285714,95.58,25.29621429,9.442692857
Region 2,2016,11,28.56428571,87.84,22.82571429,7.584442857
Region 2,2017,11,2.821428571,112.3192308,26.69371429,6.0821
Region 2,2018,11,38.05714286,88.495,22.94128571,6.424957143
Region 2,2019,11,40.13333333,96.56272727,24.404,8.901464286
Region 2,2020,11,0,132.526,26.78576923,6.630984615
Region 2,2021,11,20.25297619,107.4757395,25.20619231,7.009876511
Region 2,2000,12,25.16428571,128.8721429,22.21264286,4.041428571
Region 2,2001,12,1.82,157.2571429,23.19166667,4.512633333
Region 2,2002,12,0.673333333,111.098,22.21453333,3.039806667
Region 2,2003,12,0.266666667,126.2146667,22.5414,2.058106667
Region 2,2004,12,0,111.1738462,21.192,3.072142857
Region 2,2005,12,1.52,121.8658333,23.04442857,3.653171429
Region 2,2006,12,20.39333333,88.214,21.17366667,2.591433333
Region 2,2007,12,1.633333333,126.3306667,23.79186667,4.20438
Region 2,2008,12,0,112.7413333,23.7038,2.93436
Region 2,2009,12,17.38,99.08785714,21.82106667,4.053073333
Region 2,2010,12,0,121.3833333,23.6082,1.501073333
Region 2,2011,12,0,126.988,23.6146,4.142966667
Region 2,2012,12,14.57333333,109.4186667,23.70066667,4.430066667
Region 2,2013,12,100.0866667,88.84466667,21.43953333,10.78605333
Region 2,2014,12,6.866666667,89.75363636,23.09266667,4.367058333
Region 2,2015,12,39.69230769,87.13416667,44.84507692,5.3978
Region 2,2016,12,0.842857143,107.7615385,24.24771429,5.808014286
Region 2,2017,12,84.25714286,96.30384615,22.32178571,4.318742857
Region 2,2018,12,4.807142857,83.52909091,21.77307143,3.710785714
Region 2,2019,12,10.92142857,90.5825,22.73328571,4.385292857
Region 2,2020,12,10.61428571,103.614,44.11707143,4.432985714
Region 2,2021,12,27.65,93.50735927,27.73630357,4.211951786
Region 3,2000,1,0,156.6594118,23.61382353,1.528467647
Region 3,2001,1,3.236363636,139.7074194,22.44381818,3.534175758
Region 3,2002,1,40.51470588,143.3545455,22.95444118,2.273714706
Region 3,2003,1,4.466666667,105.1186667,22.08263636,3.014190909
Region 3,2004,1,29.85151515,106.5793548,20.60115152,3.224318182
Region 3,2005,1,0.014705882,111.5696774,22.92441176,2.669817647
Region 3,2006,1,4.533333333,114.486129,23.51736364,1.815766667
Region 3,2007,1,21.81515152,88.49678571,21.22615625,4.650990909
Region 3,2008,1,0,116.5109677,23.05684848,2.210781818
Region 3,2009,1,0.081818182,106.9783333,24.01354545,3.128539394
Region 3,2010,1,33.99090909,91.81896552,20.63642424,2.059627273
Region 3,2011,1,0.357575758,117.0023333,23.20042424,1.601384848
Region 3,2012,1,9.551515152,103.522963,22.55575758,2.937490909
Region 3,2013,1,54.27272727,104.0796429,21.29415152,4.114630303
Region 3,2014,1,8.090909091,89.366,20.06896061,2.391060606
Region 3,2015,1,6.797058824,103.5986667,22.22608824,4.427373529
Region 3,2016,1,4.988235294,104.2868966,20.89154545,1.175536364
Region 3,2017,1,0.194117647,120.3841379,23.51635294,2.67455
Region 3,2018,1,25.48064516,97.22807692,21.74854839,2.315725806
Region 3,2019,1,11.171875,99.85148148,22.44946875,3.1619625
Region 3,2020,1,38.34242424,102.6921429,21.68733333,3.8766
Region 3,2021,1,8.155882353,116.2010714,23.47567647,2.491673529
Region 3,2000,2,0,166.5076471,25.15573529,3.620132353
Region 3,2001,2,0.755882353,146.1515152,24.84579412,5.095023529
Region 3,2002,2,26.42941176,140.1060606,23.29823529,4.552573529
Region 3,2003,2,1.366666667,146.9566667,25.26478788,4.941539394
Region 3,2004,2,1.802941176,141.2632258,22.94705882,2.169408824
Region 3,2005,2,36.15151515,110.2263333,23.09175758,5.683830303
Region 3,2006,2,0.982352941,132.1903125,25.92638235,3.940088235
Region 3,2007,2,16.79393939,119.4868966,23.72278125,3.976975758
Region 3,2008,2,1.73030303,139.3193548,25.70012121,3.300384848
Region 3,2009,2,0.06969697,129.7886667,26.04187879,3.417287879
Region 3,2010,2,101.1,98.30068966,20.40054545,3.653860606
Region 3,2011,2,0.081818182,141.1293333,25.942,3.617781818
Region 3,2012,2,60.26969697,97.03724138,21.8720303,5.762230303
Region 3,2013,2,0.029411765,148.1631034,25.57220588,4.336620588
Region 3,2014,2,0.121212121,127.8326667,25.47312121,4.389563636
Region 3,2015,2,27.99117647,113.5674194,22.99476471,5.060361765
Region 3,2016,2,13.33636364,132.377931,24.71475758,2.824442424
Region 3,2017,2,1.193939394,134.7789286,25.02551515,3.694245455
Region 3,2018,2,29.01290323,110.3869231,24.06793548,6.369003226
Region 3,2019,2,0,139.5681481,24,5.3650875
Region 3,2020,2,22.25,134.6544259,22.428,4.80080753
Region 3,2021,2,0,153.8837037,26.13969697,3.774893939
Region 3,2000,3,0.741176471,213.455,27.41176471,6.087711765
Region 3,2001,3,17.95,196.3072727,25.76611765,5.650329412
Region 3,2002,3,0.064705882,214.46625,27.67744118,6.925470588
Region 3,2003,3,0,209.9862069,27.39787879,5.422272727
Region 3,2004,3,29.10882353,174.8567742,26.70155882,6.678848485
Region 3,2005,3,7.814705882,184.4934375,25.26961765,4.904141176
Region 3,2006,3,0.058823529,202.0493548,27.8875,6.322338235
Region 3,2007,3,0.136363636,177.5766667,27.53621212,6.46680303
Region 3,2008,3,0,189.8480645,26.62557576,4.648066667
Region 3,2009,3,2.209090909,180.6826667,28.23078788,6.123306061
Region 3,2010,3,0.132352941,169.0186207,25.36708824,4.98495
Region 3,2011,3,0.003030303,191.8951724,28.56606061,6.224154545
Region 3,2012,3,1.318181818,179.5331034,27.55430303,7.144590909
Region 3,2013,3,0.391176471,189.113,26.33873529,4.571114706
Region 3,2014,3,3.7625,185.4255172,26.72096875,6.007928125
Region 3,2015,3,95.98484848,137.7543333,23.28881818,6.889036364
Region 3,2016,3,16.88235294,172.426,24.80973529,5.880679412
Region 3,2017,3,7.26875,179.0118519,26.84375,6.59774375
Region 3,2018,3,0,200.8761538,28.6046875,6.773171875
Region 3,2019,3,0.306060606,196.2025926,28.77472727,7.026821212
Region 3,2020,3,2.86969697,192.3766667,29.03863636,9.146548485
Region 3,2021,3,0,216.7307407,29.18236364,6.55759697
Region 3,2000,4,0.208823529,232.9302941,29.858,9.285144118
Region 3,2001,4,22.93529412,209.2245455,30.67029412,10.27732353
Region 3,2002,4,2.867647059,224.1409375,30.39520588,10.44782353
Region 3,2003,4,0.7,217.7127586,30.04957576,9.446721212
Region 3,2004,4,0.690909091,212.0090323,27.91536364,7.548933333
Region 3,2005,4,0.094117647,228.69625,30.29158824,8.319585294
Region 3,2006,4,3.135294118,228.685,31.39352941,9.496117647
Region 3,2007,4,3.696969697,206.5466667,28.74112121,8.371560606
Region 3,2008,4,12.41515152,216.1431034,31.07184848,8.288233333
Region 3,2009,4,1.090909091,220.9423333,30.34866667,7.874666667
Region 3,2010,4,1.287878788,203.8989655,28.576,7.820115152
Region 3,2011,4,1.425,223.1672414,31.1140625,9.1317
Region 3,2012,4,0,211.7413793,29.35284848,7.541875758
Region 3,2013,4,0.097058824,247.687,30.32352941,7.456323529
Region 3,2014,4,0.346875,223.6388889,29.48875,8.42750625
Region 3,2015,4,7.803030303,174.8003333,27.51512121,10.0079
Region 3,2016,4,1.447058824,204.1568966,28.44276471,8.736147059
Region 3,2017,4,0.26969697,227.9874074,29.40575758,7.600942424
Region 3,2018,4,20.79375,213.1459259,29.3923125,8.457303125
Region 3,2019,4,0,235.0373077,29.6165,7.517706452
Region 3,2020,4,10.21034483,251.2818519,31.10243333,9.591187879
Region 3,2021,4,0.596969697,244.2418519,30.10854545,8.605251515
Region 3,2000,5,63.03235294,235.2558824,30.54882353,11.89421176
Region 3,2001,5,23.45,202.4524242,29.61338235,11.71683529
Region 3,2002,5,23.46176471,220.7681818,31.26988235,12.80645588
Region 3,2003,5,18.87878788,249.1965517,32.78260606,12.10220303
Region 3,2004,5,44.8125,201.4696667,29.88225,11.09754688
Region 3,2005,5,8.029411765,239.6822581,30.99727273,9.745369697
Region 3,2006,5,44.88529412,224.0871875,30.403,11.11289118
Region 3,2007,5,15.66666667,220.0490323,30.64372727,11.07449091
Region 3,2008,5,13.94848485,227.8248387,30.97463636,11.1619303
Region 3,2009,5,13.65151515,220.5996667,30.61830303,11.46701212
Region 3,2010,5,5.067647059,235.1844828,32.04508824,10.75287879
Region 3,2011,5,2.218181818,251.3396552,32.73569697,11.15295152
Region 3,2012,5,5.29375,237.7662069,31.42009375,10.67930938
Region 3,2013,5,28.68235294,241.075,31.23370588,10.73498529
Region 3,2014,5,51.16470588,202.6269231,28.86288235,11.31035
Region 3,2015,5,36.8,199.0733333,29.38757576,11.01958182
Region 3,2016,5,6.147058824,241.3151724,31.77314706,11.72584118
Region 3,2017,5,4.366666667,259.1710714,32.23027273,10.77237576
Region 3,2018,5,41.62580645,216.6540741,30.16322581,11.63778387
Region 3,2019,5,2.234375,266.5715385,31.5908125,10.62376875
Region 3,2020,5,20.0969697,243.3196296,30.31890909,10.3937697
Region 3,2021,5,23.44545455,238.4981481,30.28557576,10.87855758
Region 3,2000,6,109.5617647,186.4220588,28.49226471,13.19282353
Region 3,2001,6,76.53823529,179.1648485,28.82261765,12.99528235
Region 3,2002,6,80.33529412,188.7430303,29.04923529,13.43695
Region 3,2003,6,78.01764706,190.2648276,29.67535294,13.59556471
Region 3,2004,6,203.4294118,147.116875,26.78152941,12.67970294
Region 3,2005,6,22.68529412,232.31375,31.93032353,12.24337647
Region 3,2006,6,36.28529412,201.4996875,29.24341176,12.69173235
Region 3,2007,6,197.9424242,177.1056667,28.96512121,13.20170625
Region 3,2008,6,63.19090909,184.2390323,29.61927273,12.84869394
Region 3,2009,6,77.92424242,185.584,29.49566667,13.25322121
Region 3,2010,6,44.90294118,206.9667857,31.18897059,13.19592059
Region 3,2011,6,42.49117647,225.8128571,30.53026471,13.26663529
Region 3,2012,6,71.63939394,209.0896429,29.98106061,12.48146364
Region 3,2013,6,86.81470588,211.919,30.12720588,13.1074
Region 3,2014,6,127,175.3627586,27.84512121,13.33936061
Region 3,2015,6,177.7151515,153.407931,27.11445455,13.18854242
Region 3,2016,6,60.60588235,188.4731034,28.83991176,12.45095
Region 3,2017,6,43.31212121,220.9159259,30.90875758,13.45529091
Region 3,2018,6,240.6545455,180.3607692,27.70209091,12.99446364
Region 3,2019,6,123.4131629,209.7153571,28.8978428,13.97835294
Region 3,2020,6,67.74848485,206.5178571,29.96227273,13.12618235
Region 3,2021,6,141.9375,169.575,27.01825,12.37655625
Region 3,2000,7,71.22941176,207.2635294,28.80173529,12.18225
Region 3,2001,7,76.13823529,182.478125,28.61302941,12.79338235
Region 3,2002,7,142.1617647,149.294375,26.04844118,12.64422941
Region 3,2003,7,189.1484848,156.277931,27.34512121,12.79723636
Region 3,2004,7,97.49705882,159.9003125,26.78244118,11.72755
Region 3,2005,7,103.3970588,178.7509677,28.07561765,12.90852353
Region 3,2006,7,120.1911765,164.828125,27.68226471,12.84836765
Region 3,2007,7,113.6727273,146.8212903,26.78454545,12.85768182
Region 3,2008,7,169.2757576,146.766129,26.09193939,12.33531818
Region 3,2009,7,44.03333333,179.613,29.32648485,12.53096061
Region 3,2010,7,152.0323529,131.1886207,25.82291176,13.63549118
Region 3,2011,7,31.95757576,174.6296552,27.6840303,13.18044545
Region 3,2012,7,120.3242424,161.335,26.63234375,12.17013438
Region 3,2013,7,203.1882353,154.5337931,26.417,12.56927647
Region 3,2014,7,120.0212121,160.1526667,26.5631875,12.06458125
Region 3,2015,7,124.9939394,151.6773333,25.94933333,12.09298485
Region 3,2016,7,137.1117647,169.28,27.582,12.40077059
Region 3,2017,7,144.9939394,160.9014286,26.80066667,12.71568182
Region 3,2018,7,58.12424242,171.7171429,27.30063636,11.53901818
Region 3,2019,7,80.85,184.1142857,27.98432353,12.91937059
Region 3,2020,7,160.6848485,176.4362963,27.91742424,13.0283697
Region 3,2021,7,162.1678571,147.9738095,25.47192857,12.28296071
Region 3,2000,8,65.93235294,200.9629412,27.98197059,11.94162647
Region 3,2001,8,111.0823529,161.520625,27.72858824,12.70729118
Region 3,2002,8,116.4823529,161.2348485,26.78894118,12.24762647
Region 3,2003,8,98.66470588,149.0193103,26.27529412,12.08705588
Region 3,2004,8,83.33823529,145.490625,26.61255882,11.73640294
Region 3,2005,8,135.4393939,139.3265625,26.34209091,12.34936364
Region 3,2006,8,130.6323529,137.86125,25.91411765,12.85981765
Region 3,2007,8,46.53636364,148.1712903,26.98254545,12.43162727
Region 3,2008,8,252.9878788,136.543871,25.98606061,12.69562727
Region 3,2009,8,89.48484848,178.6742857,29.33760606,12.39469394
Region 3,2010,8,55.37352941,166.0841379,27.93888235,12.96144118
Region 3,2011,8,52.2030303,185.7678571,28.85781818,12.67945758
Region 3,2012,8,89.43636364,145.4951724,26.99415152,12.30949091
Region 3,2013,8,63.81515152,158.406,27.4120303,12.02209697
Region 3,2014,8,86.82352941,164.0768966,27.43923529,11.71867059
Region 3,2015,8,77.43636364,163.3782759,27.02012121,11.6916
Region 3,2016,8,167.45,135.6441379,25.73711765,13.24746471
Region 3,2017,8,126.9909091,162.5262069,27.36481818,12.92139091
Region 3,2018,8,96.603125,156.0437037,26.92653125,11.71588438
Region 3,2019,8,113.3848485,186.8825926,28.45757576,12.89149091
Region 3,2020,8,71.37352941,149.0375,27.11255882,12.8198
Region 3,2021,8,99.65,152.2869565,26.58823333,11.91133667
Region 3,2000,9,21.23529412,177.7647059,28.0085,11.62326176
Region 3,2001,9,112.2058824,141.7966667,26.07129412,12.04387941
Region 3,2002,9,108.1911765,141.0845455,25.77908824,12.52475294
Region 3,2003,9,135.4117647,121.6993333,25.36791176,12.84543824
Region 3,2004,9,142.3882353,118.406,25.46606061,11.44010606
Region 3,2005,9,58.75882353,142.1006061,26.24964706,11.24433824
Region 3,2006,9,96.83235294,113.5109375,25.30311765,12.11929118
Region 3,2007,9,72.43939394,136.1770968,26.50784848,11.53204242
Region 3,2008,9,84,109.7390323,24.0359697,11.91124848
Region 3,2009,9,97.01818182,114.4814286,26.40890909,12.51986364
Region 3,2010,9,90.25151515,131.4541379,27.01287879,12.88354545
Region 3,2011,9,81.98181818,152.467931,26.83166667,11.07568788
Region 3,2012,9,67.83030303,123.0196552,25.97648485,10.88784242
Region 3,2013,9,160.9558824,112.3813793,25.38491176,12.72571471
Region 3,2014,9,75.04848485,124.9986667,26.24175758,11.87564242
Region 3,2015,9,83.93333333,132.9468966,26.73612121,12.06359394
Region 3,2016,9,57.76875,116.9744444,25.89309375,11.69988125
Region 3,2017,9,159.4205882,114.1192857,24.92714706,11.97232059
Region 3,2018,9,126.4125,115.7665385,25.54996875,12.50395625
Region 3,2019,9,44.6,141.9151724,28.3275,11.93377059
Region 3,2020,9,67.07741935,131.4517857,26.39970968,11.65171176
Region 3,2021,9,162.0434783,117.48,25.36486957,11.60918261
Region 3,2000,10,18.35294118,160.6167647,26.82638235,9.431473529
Region 3,2001,10,10.74411765,158.7972727,25.48867647,8.328167647
Region 3,2002,10,44.35588235,138.2178125,26.25708824,10.42329412
Region 3,2003,10,42.11764706,120.3543333,25.11911765,8.973311765
Region 3,2004,10,20.67058824,117.0183871,26.34264706,9.600567647
Region 3,2005,10,6.252941176,143.1263636,26.55264706,9.104358824
Region 3,2006,10,76.03529412,107.648125,24.729,10.17000588
Region 3,2007,10,12.41515152,132.2953333,26.37327273,8.6695
Region 3,2008,10,2.381818182,118.2212903,24.89609091,7.902815152
Region 3,2009,10,38.8030303,112.7662069,26.13172727,10.60721515
Region 3,2010,10,0.479411765,139.1848276,26.24282353,5.862638235
Region 3,2011,10,24.85454545,133.4103448,25.93645455,8.006278788
Region 3,2012,10,6.763636364,146.3341379,27.74166667,8.721263636
Region 3,2013,10,35.87058824,107.5658621,25.72744118,9.964005882
Region 3,2014,10,24.10606061,126.36,26.29412121,8.893742424
Region 3,2015,10,107.4272727,119.3716667,24.9700303,9.950187879
Region 3,2016,10,11.9125,123.168,25.93235484,8.947951613
Region 3,2017,10,18.51818182,119.3251724,25.00145455,9.024290909
Region 3,2018,10,74.8375,106.902963,24.55778125,10.4238875
Region 3,2019,10,30.98235294,120.4528571,26.24202941,10.78924706
Region 3,2020,10,4.308823529,161.1425,27.611,7.649288235
Region 3,2021,10,39.41875,110.2135714,25.6376875,9.5269875
Region 3,2000,11,1.490909091,149.9681818,25.26990909,6.255018182
Region 3,2001,11,2.663636364,149.6984375,23.76078788,4.507042424
Region 3,2002,11,27.25588235,109.423871,23.05255882,5.852414706
Region 3,2003,11,1.554545455,117.356,25.63742424,5.956927273
Region 3,2004,11,1.063636364,110.153,24.93809091,4.260112121
Region 3,2005,11,1.052941176,120.2777419,25.26970588,4.571552941
Region 3,2006,11,17.59705882,100.815625,23.39573529,5.108991176
Region 3,2007,11,8.218181818,105.4356667,24.79706061,4.740278788
Region 3,2008,11,0,108.5754839,23.81987879,3.327769697
Region 3,2009,11,12.45151515,96.42310345,23.51530303,4.681790909
Region 3,2010,11,0,120.227931,24.17442424,3.166639394
Region 3,2011,11,0.45625,112.4846429,24.5588125,4.688225
Region 3,2012,11,3.5125,97.40392857,24.45865625,6.529134375
Region 3,2013,11,33.85,80.18666667,22.48202941,7.730352941
Region 3,2014,11,22.57352941,96.37387097,22.68717647,5.070167647
Region 3,2015,11,6.757575758,96.22774194,24.81839394,8.10040303
Region 3,2016,11,54.06060606,84.835,22.03248485,6.939560606
Region 3,2017,11,0.03030303,114.3675,26.05763636,4.76310303
Region 3,2018,11,43.07,85.69307692,22.71966667,5.577596667
Region 3,2019,11,30,94.88653846,25.0345,8.4032625
Region 3,2020,11,2.111764706,127.7878571,26.19770588,5.40095
Region 3,2021,11,18.80301693,105.6837431,25.00237723,6.036228049
Region 3,2000,12,26.25454545,129.4859375,22.48675758,3.198890909
Region 3,2001,12,5.770588235,145.8236364,22.92738235,3.648429412
Region 3,2002,12,0.182352941,105.472,22.21317647,2.494044118
Region 3,2003,12,0,115.3566667,22.34684375,0.693103125
Region 3,2004,12,0.14375,96.49633333,21.564625,2.804975
Region 3,2005,12,2.055882353,102.5376667,23.26764706,2.977338235
Region 3,2006,12,13.73030303,85.77935484,21.15869697,3.065966667
Region 3,2007,12,0.415151515,103.0853333,24.045,3.726463636
Region 3,2008,12,0,101.4351613,23.39106061,1.993642424
Region 3,2009,12,8.990909091,88.26103448,22.19087879,3.327733333
Region 3,2010,12,0.006060606,105.7624138,22.86763636,0.699421212
Region 3,2011,12,0.21875,114.147037,23.841875,3.5387875
Region 3,2012,12,9.628125,102.1671429,23.675125,3.63495
Region 3,2013,12,85.57647059,89.641,21.05211765,4.082023529
Region 3,2014,12,5.26875,94.32,22.35534375,3.818203125
Region 3,2015,12,18.93548387,85.98814815,22.11087097,4.080683871
Region 3,2016,12,2.571875,96.04259259,23.5396875,4.508171875
Region 3,2017,12,22.91515152,92.13482759,21.92672727,3.342254545
Region 3,2018,12,0.357142857,85.45125,21.34057143,2.665146429
Region 3,2019,12,18.65806452,96.2164,22.37532258,3.705451613
Region 3,2020,12,19.80588235,106.6971429,23.02558824,3.604358824
Region 3,2021,12,15.43406031,95.12490511,22.16705238,3.329302853
