Estación,Año,precipitacion
EstacionAgs,2000,5,0322,7,5172,10,209,13,083,15,935,16,466,15,274,14,983,14,95,13,258,10,366,6,5483,143,6,12,0,12
EstacionAgs,2001,7,2741,9,0178,9,6774,14,283,15,564,16,166,15,806,15,967,15,1,11,661,8,0666,7,7258,146,3,12,2,12
EstacionAgs,2002,5,8548,7,7857,10,887,14,716,16,758,16,783,15,596,15,371,15,466,13,919,8,8166,6,0806,148,0,12,3,12
EstacionAgs,2003,6,3064,9,4821,10,145,14,9,17,661,18,3,16,564,16,419,16,866,12,967,10,216,4,3871,154,2,12,9,12
EstacionAgs,2004,7,0322,6,6379,11,403,12,466,16,193,16,5,15,806,16,338,15,916,14,322,8,7,6,147,3,12,3,12
EstacionAgs,2005,6,758,10,321,9,6451,13,733,15,612,18,1,17,225,16,451,15,616,13,967,9,45,7,0645,153,9,12,8,12
EstacionAgs,2006,5,5483,8,7857,11,903,15,016,16,645,17,3,16,967,16,822,16,3,14,403,9,1,6,4677,155,3,12,9,12
EstacionAgs,2007,8,3387,7,9107,11,79,14,2,16,741,17,45,16,661,16,806,15,983,13,177,9,4666,7,9516,156,5,13,0,12
EstacionAgs,2008,5,3387,6,2069,7,5,11,666,14,145,15,25,14,096,14,467,13,583,10,516,5,7833,4,5645,123,1,10,3,12
EstacionAgs,2009,5,8871,6,2678,9,2419,11,016,14,483,15,9,14,903,14,758,14,25,12,871,6,6333,5,3548,131,6,11,0,12
EstacionAgs,2010,4,7419,5,875,7,6935,10,55,14,177,15,85,15,316,15,14,816,8,6451,5,75,2,7741,121,2,10,1,12
EstacionAgs,2011,4,0161,6,4107,9,7741,12,983,15,306,15,793,14,983,14,951,14,11,106,7,2433,5,9193,132,5,11,0,12
EstacionAgs,2012,5,6612,8,0172,10,661,11,75,14,693,15,65,14,29,14,322,13,266,11,951,8,9666,5,9032,135,1,11,3,12
EstacionAgs,2013,6,6451,7,2321,7,5645,11,583,14,209,15,766,14,145,14,338,14,466,13,58,10,65,7,5161,137,7,11,5,12
EstacionAgs,2014,5,4032,8,5178,10,58,13,15,15,112,16,283,15,596,15,506,15,583,13,241,8,9333,7,2419,145,2,12,1,12
EstacionAgs,2015,8,3225,9,0535,10,532,14,616,15,387,15,59,15,57,15,903,15,533,13,596,12,216,7,4838,153,8,12,8,12
EstacionAgs,2016,4,7258,6,6206,9,5483,13,4,16,048,16,033,15,596,16,08,15,416,12,903,10,616,8,3225,145,3,12,1,12
EstacionAgs,2017,6,5322,7,5892,11,096,11,966,15,935,17,8,15,838,16,532,15,3,13,064,8,4166,6,4032,146,5,12,2,12
